,Zone,Recipy_Name,Main_Ingredients,Ingredients,Recipy_Link
668,south,Capsicum Potato Fry,"['potato', ' capsicum']",[],http://www.sailusfood.com/2005/11/14/capsicum-potato-aloo-shimla-mirch-fry/
669,south,You Are What You Eat Meme : My Top 10 Favorite Foods,[],[],http://www.sailusfood.com/2005/12/10/you-are-what-you-eat-meme-my-top-10-favorite-foods/
670,south,Rajma Sundal,['rajma'],"['Rajma - 1 cup, boiled till soft in salted water and drained (black beans)\r', 'Green chili-ginger paste - 1 tsp (optional but recommended)\r', 'Coconut - 2 tbsps, freshly grated\r', 'Lemon juice - 1 tsp (optional)\r', 'Fresh coriander leaves - garnish\r', 'For tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Urad dal - 1 tsp (split gram dal/minappa pappu)\r', 'Curry leaves - 1 sprig\r', 'Asafoetida - pinch (hing/inguva)\r', 'Red chili - 1, tear and de-seed']",http://www.sailusfood.com/2014/09/16/rajma-sundal-navarathri-recipes/
671,south,Bobattu / Puran Poli - Sweet Lentil-Stuffed Indian Bread,"['flour', ' chana dal']","['1 cup chana dal(split bengal gram lentil) soaked in water for 2 hours and drained\r', '1 cup jaggery or sugar(you can adjust the sugar or jaggery according to your choice)\r', '1 1/4 cups maida (refined flour)\r', 'enough water to prepare dough\r', '3-4 tbsps oil\r', '1/2 tsp cardamom powder\r', '1 tbsp clarified butter/ghee\r', 'pinch of salt']",http://www.sailusfood.com/2006/01/14/bobattu-puran-poli-sweet-lentil-stuffed-indian-bread/
672,south,Arisi Paruppu Sadam ~ South Indian Style Dal Rice,"['rice', ' tur dal']","['Rice - 1 1/2 cups\r', 'Tur dal - 1/2 cups\r', 'Onions - 1, large, finely chopped\r', 'Tomatoes - 2, medium size, finely chopped\r', 'Green chilies - 2, slit\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Tempering/Poppu/Tadka:\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Garlic - 2, cloves, crushed\r', 'Red chilies - 2, tear and de-seed\r', 'Cinnamon stick - 1""\r', 'Cloves - 2\r', 'Curry leaves - 1 sprig\r', 'Oil - 1 tbsp\r', 'Ghee - 1 tbsp (vegans can use oil)']",http://www.sailusfood.com/2013/07/26/arisi-paruppu-sadam-recipes-with-rice/
673,south,Tomato Kurma,"['tomato', ' coconut']","['Tomatoes - 3, red and ripe, finely chopped\r', 'Onion - 1 large, finely chopped\r', 'Ginger garlic paste - 1/2 tsp\r', 'Cloves - 2\r', 'Cinnamon stick - 1/2""\r', 'Bay leaf - 1\r', 'Red chili powder - 1/4 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Curry leaves - a sprig\r', 'Cooking oil - 1 tbsp\r', 'Grind to a fine paste:\r', 'Coconut - 1/4 cup, grated\r', 'Green chilies - 3\r', 'Fennel seeds - 1/2 tsp (saunf/sompu)\r', 'Khus Khus - 1/2 tsp (poppy seeds/gasagasalu)']",http://www.sailusfood.com/2012/07/10/tomato-kurma-recipe/
674,south,Karivepaaku Podi - Spiced Curry Leaves Powder,['curry leaves'],"['2 cups curry leaves, picked, washed and dried\r', '4 tbsps senaga pappu (bengal gram)\r', '2 tbsps minappa pappu (split black gram dal)\r', '1 tbsp cumin seeds\r', '1 1/2 tbsps coriander seeds\r', '6-7 dried red chillis\r', '1 small lemon sized tamarind\r', 'salt to taste\r', '1 1/2 tbsp oil']",http://www.sailusfood.com/2006/08/26/karivepaaku-podi-spiced-curry-leaves-powder/
675,south,Boondi raita recipe,"['curd', ' boondi']","['Boondi - 1 heaped cup, plain \r', 'Curd - 1 1/2 cups, chilled, beaten till smooth\r', 'Water - 1/2 cup, chilled\r', 'Milk - 1/2 cup, chilled OR substitute with water\r', 'Salt to taste\r', 'Red chili powder - 1/2 to 3/4 tsp\r', 'Roasted cumin powder - 3/4 tsp\r', 'Black salt - 1/4 tsp (optional)\r', 'Coriander leaves - 1 tbsp, finely chopped']",http://www.sailusfood.com/2016/01/05/boondi-raita-recipe/
676,south,"Dabbakaya pulihora, rough lemon flavored rice","['dabbakaya', ' rice']","['Raw rice - 250 gms (regular rice like Sona Masuri)\r', 'Dabbakaya - 1 (rough lemon)\r', 'Mustard seeds - 1 tsp\r', 'Chana dal - 1 1/4 tbsps (senagapappu/bengal gram)\r', 'Split gram dal - 1 tbsp (minappa pappu/dhuli urad)\r', 'Green chilies - 3, slit length wise\r', 'Red chilies - 3-4, tear and de-seed\r', 'Ginger - 1"", finely minced\r', 'Asafoetida - 1/4 tsp\r', 'Turmeric powder - 1/2 tsp\r', 'Peanuts - 1/3 cup, roasted and peeled\r', 'Cashewnuts - 1/4 cup, roasted (optional)\r', 'Curry leaves - 3 sprigs\r', 'Salt to taste\r', 'Oil - 3 tbsps']",http://www.sailusfood.com/2016/04/07/dabbakaya-pulihora-recipe-ugadi-festival/
677,south,Masala Idli,"['idli', ' onion', ' tomato']",[],http://www.sailusfood.com/2011/06/09/masala-idli/
678,south,Indian Kitchen - Traditional Coffee Filter & Modern Coffee Maker,[],[],http://www.sailusfood.com/2005/12/11/indian-kitchen-traditional-coffee-filter-modern-coffee-maker/
679,south,Chaas,"['curd', ' ginger']","['Curd - 1 cup, thick and beaten smooth\r', 'Water - 2 cups, chilled\r', 'Salt - 1/2 tsp\r', 'Black salt - 3/4 tsp\r', 'Coriander leaves - 2 tbsps (finely chopped)']",http://www.sailusfood.com/2015/04/21/chaas-buttermilk-recipe/
680,south,Pulihora - Andhra Tamarind Rice,['tamarind'],"['2 cups raw rice (cook such that each grain is separate, spread to cool)\r', '1/2 tsp turmeric/haldi/pasupu\r', '15-20 fresh curry leaves\r', 'salt to taste\r', 'large lemon sized tamarind (soak in a cup of hot water and extract pulp)\r', '1 tsp jaggery or brown sugar (optional)\r', '1 tbsp channa dal (split bengal gram)\r', '1 tbsp urad dal/minappapu/split black gram\r', '1 tsp teaspoon mustard seeds\r', '1 tsp cumin seeds\r', '3-4 medium dry red chilli\r', '4-5 green chillis slit length wise\r', '1 1/2 tsps finely chopped ginger\r', '1/4 tsp hing/asafoetida/inguva\r', '1 1/2 tbsp roasted sesame seeds pwd\r', '2 fistfuls roasted peanuts\r', '3 tbsps oil']",http://www.sailusfood.com/2008/10/30/pulihora-andhra-tamarind-rice/
681,south,Ghee Rice,"['rice', ' ghee']","['Long grained rice - 2 cups, washed and drained\r', 'Onion - 1, large, finely sliced\r', 'Green chilies - 2, slit length wise\r', 'Cloves - 6\r', 'Cardamom - 2\r', 'Cinnamon stick - 1"" stick (2 pieces)\r', 'Bay leaf - 2\r', 'Garam masala powder - 1/4 tsp\r', 'Cashew nuts - 10-12, break into small pieces\r', 'Raisins - fistful (optional)\r', 'Salt to taste\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Ghee - 4 tbsps']",http://www.sailusfood.com/2012/12/29/ghee-rice-recipe/
682,south,Chicken Salna ,['chicken'],"['Chicken - 1 kg, cut into bite sized pieces, washed and drained\r', 'Onion - 2 large, finely chopped\r', 'Tomato - 1, medium, chopped (optional)\r', 'Ginger garlic paste - 1 tbsp \r', 'Red chili powder - 1 1/2 to 2 tsps (adjust)\r', 'Curry leaves - 1 sprig\r', 'Oil - 4 tbsps\r', 'Salt to taste\r', 'Fresh coriander leaves - for garnish\r', 'Shallots - 5 (optional)\r', 'Green chilies - 2 (optional)\r', 'Fresh coconut - 1/4 cup\r', 'Roasted chick peas - 2 tbsps (dalia/putnala pappu) OR roasted peanuts OR cashew nuts - 6-7\r', 'Roast for 3-4 mts on low flame:\r', 'Cloves - 3\r', 'Cinnamon stick - 1/2""\r', 'Cardamom - 1\r', 'Cumin seeds - 1 tsp \r', 'Poppy seeds - 1/2 tsp\r', 'Fennel seeds - 1 tsp\r', 'Black pepper corns - 1 tsp']",http://www.sailusfood.com/2013/12/18/chicken-salna-recipe-tamil-nadu/
683,south,Quick Boiled Egg Fry,"['boiled egg', ' onion']",[],http://www.sailusfood.com/2010/07/08/quick-boiled-egg-fry/
684,south,Senagapappu Saggubiyyam Payasam ~ Chana dal Sago Kheer,"['chana dal', ' jaggery', ' sago', ' milk']",[],http://www.sailusfood.com/2010/04/08/senagapappu-saggubiyyam-payasam-chana-dal-sago-kheer/
685,south,Nuvullu Annam (Sesame Flavored Rice),['sesame seeds'],"['2 cups of cooked white rice (each grain should be separate)\r', '2-3 green chillis slit length wise\r', '1 1/2 tbsp ghee (clarified butter)\r', '1 tsp mustard seeds\r', '15-20 curry leaves (fresh leaves only)\r', '1/2 tsp Bengal gram (senaga pappu,channa dal) (optional)\r', '2-3 dry whole red chillis (you can add more if you want more spice)\r', '1 tbsp coriander seeds\r', 'Â¼ cup of seasame seeds (dry roast the seeds in a pan for a few minutes on medium heat tossing them around and make a coarse powder and dont grind them too much...the nutrients of sesame seeds are better absorbed if they are ground)\r', 'salt to taste']",http://www.sailusfood.com/2006/03/08/nuvullu-annam-sesame-flavored-rice/
686,south,Miriyala Charu - Andhra Pepper Flavored Rasam,"['tamarind', ' pepper corns']",[],http://www.sailusfood.com/2010/12/03/miriyala-charu-andhra-pepper-flavored-rasam/
687,south,Carrot Beans Vepudu (Stir fry),"['carrot', ' beans', ' coconut']",[],http://www.sailusfood.com/2011/09/06/carrot-beans-vepudu-stir-fry/
688,south,Egg Kurma,['eggs'],[],http://www.sailusfood.com/2010/05/14/egg-kurma/
689,south,Ragi Dosa,['ragi'],"['Ragi flour - 1 cup\r', 'Semolina - 1 cup\r', 'Maida - 1/2 cup (flour)\r', 'Rice flour - 1/2 cup\r', 'Buttermilk - 1 cup\r', 'Water as required\r', 'Salt to taste\r', 'Green chilies - 2, finely chopped\r', 'Cumin seeds - 1 tsp\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Curry leaves - a sprig, tear into pieces\r', 'Oil as required']",http://www.sailusfood.com/2013/03/18/ragi-dosa-recipe/
690,south,Mango sago recipe,"['mango', ' sago']","['Mango puree - 1 1/2 cups\r', 'Ripe mango - 1/2 cup, peeled, cubed and chilled\r', 'Tapioca pearls or sago - 1/2 cup, soaked for 15-20 mts in enough water\r', 'Reduced milk - 3/4 cup (boil 1/2 lt milk till it reduces to 3/4 cup) OR evaporated milk\r', 'Full fat milk - 1/2 cup (add more if the pudding is too thick) OR thick coconut milk\r', 'Corn starch - 1 1/2 tsps, mix in 2 tbsps milk\r', 'Sugar - 1/3 cup (adjust)']",http://www.sailusfood.com/2015/07/08/mango-sago-recipe/
691,south,How to make Sambar Powder,"['tur dal', ' red chillis']",[],http://www.sailusfood.com/2009/10/27/how-to-make-sambar-powder/
692,south,Paneer Pakora,"['paneer', ' besan']","['Paneer - 1/4 kg, wash and slice into 1"" pieces (1/4"" thickness)\r', 'Besan - 1 cup, (chickpea flour/senaga pindi)\r', 'Rice flour - 2 tbsps\r', 'Corn flour - 1 tbsp\r', 'Red chili powder - 1/2 tsp\r', 'Ginger garlic paste - 1 tsp\r', 'Ajwain - 1/2 tsp (carrom seeds)\r', 'Baking soda - pinch\r', 'Salt to taste\r', 'Cooking oil for deep frying']",http://www.sailusfood.com/2013/03/24/paneer-pakora-indian-snacks-recipes/
693,south,Oats Upma,"['oats', ' mixed vegetables']","['Oats - 1 cup, dry roast for 5 minutes and cool\r', 'Carrot - 1, cubed\r', 'French Beans - 5-6, string and chop into pieces\r', 'Green peas - fistful (optional)\r', 'Onion - 1, finely sliced\r', 'Green Chilies - 2, slit \r', 'Ginger - 1tsp (grated)\r', 'Turmeric powder - 1/2 tsp\r', 'Salt to taste\r', 'Water - 1 cup\r', 'Ghee - 2 tsps\r', 'Oil - 2 tsps\r', 'Coriander leaves - 1 tbsp, finely chopped\r', 'Tempering/Poppu/Tadka:\r', 'Mustard seeds - 1/2 tsp\r', 'Cloves - 2\r', 'Cinnamon Stick - small piece\r', 'Star Anise - 1\r', 'Cardamom - 1\r', 'Bay Leaf - 1\r', 'Cashew nuts - 4-5\r', 'Curry leaves - 1 sprig']",http://www.sailusfood.com/2012/08/26/oats-upma-recipe/
694,south,Uggani ~ Borugula Upma ~ Puffed Rice Snack,['puffed rice'],"['Puffed Rice - 8 cups (boruglu/murrilu/marmaralu)\r', 'Onion - 1, large, finely chopped\r', 'Green chillies - 3, slit\r', 'Turmeric powder - 1/4 tsp\r', 'Roasted chick peas - 3 tbsps (dalia/putnala pappu)\r', 'Dessicated coconut - 1 tbsp (optional)\r', 'Lemon juice - 1 tsp \r', 'Peanuts - fistful, roasted and peeled\r', 'Salt to taste\r', 'Fresh coriander for garnish\r', 'For tempering/poppu/tadka:\r', 'Mustard seeds - 1/2 tsp (optional)\r', 'Cumin seeds - 1/2 tsp \r', 'Urad Dal - 1 1/2 tsps\r', 'Curry leaves - 1 sprig\r', 'Oil - 1 1/2 tbsps']",http://www.sailusfood.com/2013/07/07/uggani-recipe-puffed-rice-snack/
695,south,Tomato Peanut Pachadi ,['tomatoes'],[],http://www.sailusfood.com/2009/06/15/tomato-peanut-pachadi/
696,south,Paneer Jalfrezi,"['paneer', ' capsicum']","['Paneer - 1/4 kgs, cut into long pieces (1 1/2"" length), place in warm water till use\r', 'Onion - 1, medium, finely sliced\r', 'Ginger garlic paste - 1 tsp\r', 'Red Capsicum - 1/2 (optional), julienne\r', 'Green Capsicum - 1, julienne\r', 'Baby corn - 4, cut diagonally into 1"" pieces (optional)\r', 'Carrot - 1, peel and julienne\r', 'Beans - 3, cut diagonally into 1"" pieces (optional)\r', 'Tomato - 1, deseed and slice into long strips\r', 'Tomato puree - 1/4 cup\r', 'Tomato ketchup - 1 tbsp\r', 'Red chili powder - 1 tsp\r', 'Coriander powder - 1 tsp\r', 'Garam Masala powder - pinch\r', 'Kasuri Methi - 1/2 tsp, crushed\r', 'Lemon juice - 1 tbsp\r', 'Salt to taste\r', 'Oil - 1 1/2 tbsps']",http://www.sailusfood.com/2013/04/28/paneer-jalfrezi-recipe/
697,south,Puliyodharai ~ Tamarind Rice,"['rice', ' tamarind']","['Raw rice - 2 cups (cook such that each grain is separate, spread to cool)\r', 'Turmeric - 1/2 tsp (haldi/pasupu)\r', 'Tamarind - large lemon size/golf size ball (soak in 1/2 cup of hot water and extract pulp)\r', 'Jaggery - 1/2 tbsp \r', 'Roasted peanuts - 2 fistfuls (approx 1/3 cup)\r', 'Salt to taste\r', 'For tempering/poppu/tadka:\r', 'Mustard seeds - 1/2 tsp\r', 'Channa dal - 1 tbsp (split bengal gram/senaga pappu)\r', 'Urad dal - 1 tbsp (minappapu/split black gram)\r', 'Dry red chilli - 2, tear and de-seed\r', 'Asafoetida - 1/4 tsp (hing/inguva)\r', 'Gingelly oil - 3 tbsps\r', 'Puliyogare Powder Mix:\r', 'Coriander seeds - 2 1/2 tbsps\r', 'Chana dal - 1 tbsp\r', 'Urad dal - 1/2 tbsp\r', 'Methi seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'White sesame seeds - 1 1/2 tbsps (til/nuvvulu)\r', 'Curry leaves - 2 sprigs (15-18 leaves)\r', 'Black pepper corns - 1/2 tbsp (for a spicer flavor use 1 tbsp)\r', 'Dry red chilis - 4-5']",http://www.sailusfood.com/2013/10/14/puliyodharai-recipe-tamil-food/
698,south,Sabudana vada recipe,"['sago', ' potato']","['Sago - 1 1/2 cups (sabudana/saggubiyyam)\r', 'Potatoes - 2, medium sized, washed, boiled and mashed\r', 'Peanuts - 3/4 cup, roasted, peeled and coarsely ground\r', 'Sugar - 3/4 tsp (optional)\r', 'Green chilis - 3, finely chopped\r', 'Fresh coriander leaves - 3 tbsps, finely chopped\r', 'Arrowroot powder - 1 tbsp (optional)\r', 'Lemon juice - 1/2 tbsp\r', 'Salt to taste\r', 'Oil to deep fry']",http://www.sailusfood.com/2015/02/17/sabudana-vada-recipe-sabudana-recipes/
699,south,Idli recipe - the perfect idli batter recipe for soft and fluffy idlis,"['urad dal', ' idli rava']","['Urad dal - 1 cup\r', 'Idli Rava - 2 cups (cream of rice) \r', 'Cooked rice - 1/2 cup (optional)\r', 'Salt to taste (approx a tsp)\r', 'Cooking soda - very small pinch']",http://www.sailusfood.com/2015/02/13/idli-recipe-idli-batter-recipe/
700,south,Rava Idli - Groundnut Pachadi (Peanut Chutney),"['semolina', ' yogurt']",[],http://www.sailusfood.com/2007/04/26/rava-idli-groundnut-pachadi-peanut-chutney/
701,south,Aloo fry recipe,"['aloo', ' potatoes']","['Potatoes - 2, very large size, wash, peel, cube and place in salted water for at least 20 to 30 mins\r', 'Turmeric powder - 1/2 tsp\r', 'Red chili powder - 1 1/2 tsps (adjust)\r', 'Coriander powder - 1 1/4 tsps\r', 'Besan - 1 tsp (chickpea flour/senagapindi)\r', 'Salt to taste\r', 'Cooking oil - 1 1/2 - 1 3/4 tbsps\r', 'For tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Asafoetida - 1/2 tsp\r', 'Curry leaves - 1 sprig (optional)']",http://www.sailusfood.com/2016/03/07/aloo-fry-potato-fry-recipe/
702,south,Paramannam-Sweet Rice Pudding ( Naivedyam ),"['rice', ' jaggery']",[],http://www.sailusfood.com/2006/01/13/paramannam-sweet-rice-pudding-naivedyam/
703,south,Perugu Garelu ,"['Black gram dal', ' Yogurt']","['Whole urad dal - 1 cup (minnappa gullu)\r', 'Salt to taste\r', 'Oil for deep frying\r', 'Yogurt - 2 cups, thick curd\r', 'Green chilies - 2, finely minced\r', 'Ginger - 1"", finely minced\r', 'Carrot - 2 tbsps (grated)\r', 'Fresh coriander leaves - 2 tbsps, finely minced\r', 'For tempering/tadka/poppu:\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Red chilies - 2\r', 'Split gram dal - 1 tsp (minapappu)\r', 'Asafoetida - pinch (inguva/poppu)\r', 'Curry leaves - 1 sprig\r', 'Oil - 2 tsps']",http://www.sailusfood.com/2012/11/12/perugu-garelu-andhra-style-recipe/
704,south,Celebrating Christmas Eve with Sweet Pongal,"['rice', ' moong dal', ' jaggery']","['1 cup raw rice\r', '1/4 cup moong dhal (green gram lentil)\r', '1 1/4 cup grated or powdered jaggery or sugar\r', '5-6 cardamoms (powdered)\r', '10-12 cashewnuts\r', '8-10 raisins\r', '2 tbsp ghee']",http://www.sailusfood.com/2005/12/24/celebrating-christmas-eve-with-sweet-pongal/
705,south,Gojju Avalakki ~ Tangy Spiced Poha,"['beaten rice', ' tamarind']","['Poha - 2 1/2 cups, thick variety (beaten rice/atukulu/aval)\r', 'Water - 2 cups\r', 'Jaggery - 1 1/2 tbsps, grated (can reduce or increase according to individual preference)\r', 'Tamarind paste - 1 1/2 tbsps\r', 'Rasam powder - 2 heaped tsps, home made or store bought\r', 'Salt to taste\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Fresh coconut - 2 tbsps, grated (optional)\r', 'Dry roast and grind to a coarse powder: (OPTIONAL)\r', 'Black pepper corns - 7-8\r', 'Sesame seeds - 1 heaped tablespoon (til/nuvvulu)\r', 'For poppu/tadka/tempering:\r', 'Oil - 1 tbsp\r', 'Mustard seeds - 1 tsp\r', 'Urad dal - 1 tsp (split black gram dal/minappa pappu)\r', 'Curry leaves - 1 sprig\r', 'Asafoetida - large pinch\r', 'Peanuts - fistful, roasted']",http://www.sailusfood.com/2013/11/20/gojju-avalakki-quick-breakfast-recipes/
706,south,Side gravy for Biryani,"['onion', ' tomato']",[],http://www.sailusfood.com/2010/07/20/side-gravy-for-biryani/
707,south,Cornflakes Mixture ,"['cornflakes', ' chickpea flour', ' peanuts']","['Raw Cornflakes - 2 1/2 cups\r', 'Poha - 1 1/2 cups (beaten rice/aval/atukulu)\r', 'Karapoosa - 2 cups, (omapodi\t/sev) {optional}, crushed into smaller pieces\r', 'Murukku - 2 to 3 cups OR Ribbon Murukku {optional}, crushed into smaller pieces\r', 'Roasted gram - 1/3 cup (dalia/putnalapappu/pottukadalai) {optional}\r', 'Peanuts\t - 3/4 cup (you can add more if you like peanuts)\r', 'Cashewnuts - 1/4 cup, broken into small pieces {optional}\r', 'Curry leaves\t-  1/2 cup \r', 'Salt\t - 1 tsp (add more if required)\r', 'Red chilli powder\t - 1 tsp to 1 1/2 tsps (add less for less spice)\r', 'Roasted cumin powder - 1 tsp \r', 'Amchur powder - 1/4 tsp OR Chaat masala - 1/4 tsp {optional}\r', 'Sugar - 1 tsp (optional)']",http://www.sailusfood.com/2013/10/31/cornflakes-mixture-bakery-style/
708,south,Khoya recipe,['milk'],['Full fat milk - 1 lt'],http://www.sailusfood.com/2015/02/22/khoya-recipe-how-to-make-khoya-at-home/
709,south,8 Healthy Summer Coolers,"['mango', ' tender coconut']",[],http://www.sailusfood.com/2008/05/15/8-healthy-summer-coolers/
710,south,Kanda Vadalu - Yam Vada,['yam'],[],http://www.sailusfood.com/2008/09/16/kanda-vadalu-yam-vada-suran-kebabs/
711,south,Mushroom fry,['mushroom'],"['Edible white mushrooms - 3 cups, cleaned, skin peeled and sliced\r', 'Onions - 2, medium, sliced\r', 'Tomato - 1, medium, chopped\r', 'Green chilis - 2, slit lengthwise\r', 'Ginger garlic paste - 1 tsp \r', 'Crushed black pepper powder - 6- 7 peppercorns\r', 'Turmeric powder - 1/4 tsp\r', 'Red chili powder - 1/2 tsp\r', 'Coriander powder - 1 1/2 tsps\r', 'Saunf powder - 3/4 tsp\r', 'Garam masala powder - 1/4 tsp\r', 'Coconut Milk - 1/4 cup (optional)\r', 'Lemon juice - 1 tsp\r', 'Ghee - 2 tbsps\r', 'Oil - 2 tbsps\r', 'Fresh coriander leaves - 2 tbsps for garnish']",http://www.sailusfood.com/2016/01/29/mushroom-fry-recipe-mushroom-recipes-indian/
712,south,"Kosambari recipe, moong dal salad","['moong dal', ' cucumber']","['Moong dal - 1/2 cup, soaked in water for 1-2 hours\r', 'Cucumber - 1, medium size, peeled and chopped into small pieces\r', 'Fresh coconut - 3 tbsps, grated\r', 'Green chilis - 2, slit or finely chopped\r', 'Ginger - 1/2"", finely grated\r', 'Coriander leaves - 1 tbsp, finely chopped\r', 'Lemon juice - 1 tsp (optional)\r', 'For Tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Curry leaves - 2 sprigs\r', 'Asafoetida - pinch \r', 'Oil - 1 tsp']",http://www.sailusfood.com/2016/04/14/kosambari-recipe-moong-dal-salad/
713,south,"Mamidikaya pesarapappu pachadi, raw mango moong dal chutney","['moong dal', ' raw mango']","['Raw mango - 3/4 cup, peeled and cut into pieces\r', 'Moong dal - 1/2 cup (pesara pappu)\r', 'Dry red chilies - 4\r', 'Cumin seeds - 3/4 tsp\r', 'Jaggery - 1/2 tsp (optional - use only if mango is very sour)\r', 'Salt to taste\r', 'For Tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Split urad dal - 1/2 tsp\r', 'Dry red chili - 1, tear and de-seed\r', 'Asafoetida - 1//4 tsp\r', 'Curry leaves - 1 sprig\r', 'Oil - 1 1/2 tsp\r', 'A pinch of Hing']",http://www.sailusfood.com/2016/04/22/mamidikaya-pesarapappu-pachadi-mango-moong-dal-chutney/
714,south,Beans in Peanut Sauce,['beans'],[],http://www.sailusfood.com/2006/11/02/beans-in-peanut-sauce/
715,south,Rasam,['tamarind'],[],http://www.sailusfood.com/2009/11/03/rasam-spiced-tamarind-soup/
716,south,Carrot Masala Vada,"['chana dal', ' carrot']",[],http://www.sailusfood.com/2010/04/09/carrot-masala-vada/
717,south,Godhuma rava payasam,"['cracked wheat', ' jaggery']","['Cracked wheat - 1/2 cup (broken wheat/godhuma rava/daliya)\r', 'Water - 3 1/2 cups\r', 'Milk - 1/2 cup, boiled, full fat - optional (if not using milk, increase water quantity by 1/2 cup)\r', 'Jaggery - 1 3/4 cups, grated\r', 'Cashew nuts - 7-8, break into small pieces\r', 'Raisins - 12-15\r', 'Cardamom powder - 1/2 tsp']",http://www.sailusfood.com/2015/02/16/godhuma-rava-payasam-cracked-wheat-kheer/
718,south,Bread gulab jamun,"['bread', ' sugar']","['White bread slices - 8, large, brown sides cut\r', 'Khoya - 1/4 cup (mawa/reduced milk solids) - unsweetened\r', 'Milk - as required to make a smooth dough\r', 'Cardamom powder - 3/4 tsp\r', 'Sugar - 1 1/2 cups\r', 'Water - 3 cups\r', 'Pistachio - for garnish']",http://www.sailusfood.com/2016/03/24/bread-gulab-jamun-recipe-how-to-make-bread-gulab-jamun/
719,south,Mamidikaya Pulihora - Green Mango Rice,['raw mango'],"['3 cups cooked white rice (each grain should be seperate)\r', '1 1/2 cups grated raw green mango (remove skin) for more tangy flavor increase\r', '5-6 tbsps roasted peanuts\r', '2 tbsps roasted cashewnuts (broken)\r', 'salt to taste\r', '1 1/2 tbsp oil\r', '1 tsp mustard seeds\r', '1 tbsp channa dal\r', '1 tbsp split black gram dal\r', '3-4 dry red chillis\r', '6-8 slit green chillis\r', '1 tsp grated ginger (optional)\r', '1/4 tsp asafoetida\r', '1/4 tsp turmeric pwd\r', '15-20 curry leaves']",http://www.sailusfood.com/2007/03/22/mamidikaya-pulihora-green-mango-rice/
720,south,Mixed Vegetable Kootu,"['carrot', ' potato', ' brinjal', ' coconut', ' bengal gram']",[],http://www.sailusfood.com/2010/08/05/mixed-vegetable-kootu/
721,south,Pepper Chicken Curry,['chicken'],[],http://www.sailusfood.com/2006/11/04/pepper-chicken-curry/
722,south,Doodh Peda ~ Milk Fudge,"['Milk Powder', ' Condensed Milk']","['Milk Powder: 1 1/2 cups\r', 'Condensed milk: 1 can (400 g OR 300 ml)\r', 'Butter: 8 tbsps\r', 'Cardamom: 4 (peel and crush the seeds in a mortal and pestle)\r', 'Nuts: Almonds OR Pistachios OR Cashew nuts OR Raisins']",http://www.sailusfood.com/2011/12/12/doodh-peda-recipe-for-peda-milk-fudge/
723,south,Murmura Chivda ~ Puffed Rice Chivda ,"['puffed rice', ' peanuts']","['Puffed Rice - 250 gms, fresh and crisp (marmaralu/borugulu/muri/murmara)\r', 'Roasted peanuts - 1/2 cup\r', 'Cashew nuts - 1/4 cup, broken into pieces\r', 'Roasted chickpeas - 1/3 cup (dalia/putnala pappu)\r', 'Dried coconut - 1/2 cup, grated \r', 'Green chilies - 6-7, absolutely dry and slit into two\r', 'Curry leaves - 2 sprigs\r', 'Sugar - 1 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Red chili powder - 1/2 tsp (adjust)\r', 'Salt to taste (approx 1/4 tsp)\r', 'Oil - 4 to 5 tbsps']",http://www.sailusfood.com/2014/01/19/murmura-chivda-puffed-rice-snack/
724,south,Rice Flour - How to make Rice flour at home,['rice'],['Rice - 4 cups'],http://www.sailusfood.com/2014/08/26/rice-flour-how-to-make-rice-flour/
725,south,Chocolate Mousse,"['chocolate', ' cream']","['Eggs - 3\r', 'Cornflour - 1 tsp\r', 'Castor sugar - 4 tbsps\r', 'Milk - 300 ml\r', 'Water - 3 tbsps\r', 'Vanilla extract - 1/2 tsp\r', 'Whipping cream - 300 ml\r', 'Dark chocolate -  225 gms, chopped (60% cacao solids\r', 'Gelatin - 2 1/2 tsps OR Agar agar flakes - 2.5 gms OR Agar agar powder - 1/2 tsp']",http://www.sailusfood.com/2013/10/19/chocolate-mousse-easy-dessert-recipes/
726,south,Navratri Special ~ Vada,['black gram dal'],[],http://www.sailusfood.com/2011/09/29/navratri-special-vada/
727,south,Navratri Special ~ Daddojanam - Yogurt Rice,"['rice', ' yogurt']",[],http://www.sailusfood.com/2011/09/30/curd-rice-recipe-daddojanam-yogurt-rice/
728,south,South Indian Tiffin - Uthappams (Lentil Pancakes Topped With Vegetables),"['urad dal', ' onions']",[],http://www.sailusfood.com/2006/02/21/south-indian-tiffin-uthappams-lentil-pancakes-topped-with-vegetables/
